name	nodeType	year	placeNameFromCompany	placeNameGeocoded	lat	lon	osmID	textModified	textOriginal	normalizationNotes	lineID
Credit- und Depositen-Bank für Sachsen, Aktiengesellschaft, Dresden.	company	1926	Dresden	Dresden	51.0493286	13.7381437	191645	False	Credit- und Depositen-Bank für Sachsen, Aktiengesellschaft, Dresden.		16636
Dresdner Handelsbank A.-G., Dresden.	company	1926	Dresden	Dresden	51.0493286	13.7381437	191645	False	Dresdner Handelsbank A.-G., Dresden.		16637
Dresdner Kassenverein A.-G., Dresden.	company	1926	Dresden	Dresden	51.0493286	13.7381437	191645	False	Dresdner Kassenverein A.-G., Dresden.		16638
Elektrizitätswerke-Betriebs-Aktien-Ges., Riesa.	company	1926	Riesa	Riesa	51.3038241	13.308828	549800	False	Elektrizitätswerke-Betriebs-Aktien-Ges., Riesa.		16640
Gartenstadt Hellerau G. m. b. H., Hellerau.	company	1926	Hellerau	Hellerau	51.1126515	13.7595615	344955964	False	Gartenstadt Hellerau G. m. b. H., Hellerau.		16641
Gewerkschaft Gottes Segen in Lugau.	company	1926	Lugau	Lugau	50.7579779	12.7520515	536006	False	Gewerkschaft Gottes Segen in Lugau.		16643
Horchwerke A.-G., Zwickau.	company	1926	Zwickau	Zwickau	50.7185043	12.4939267	397076	False	Horchwerke A.-G., Zwickau.		16644
T. Hünlich A.-G., Wilthen i. Sa.	company	1926	Wilthen i. Sa.	Wilthen	51.0952854	14.3946921	1309672	False	T. Hünlich A.-G., Wilthen i. Sa.		16645
Kraftverkehrs-Gesellschaft Freistaat Sachsen A.-G., Dresden.	company	1926	Dresden	Dresden	51.0493286	13.7381437	191645	False	Kraftverkehrs-Gesellschaft Freistaat Sachsen A.-G., Dresden.		16646
Landesbank Westsachsen A.-G., Auerbach.	company	1926	Auerbach	Auerbach/Vogtland	50.5087816	12.400153	444398	False	Landesbank Westsachsen A.-G., Auerbach.		16649
Leipziger Bierbrauerei zu Reudnitz A. Riebeck & Co., Leipzig-Reudnitz.	company	1926	Leipzig-Reudnitz	Reudnitz	51.335919	12.3995116	2696877901	False	Leipziger Bierbrauerei zu Reudnitz A. Riebeck & Co., Leipzig-Reudnitz.		16650
Leipziger Hypothekenbank, Leipzig.	company	1926	Leipzig	Leipzig	51.3406321	12.3747329	62649	False	Leipziger Hypothekenbank, Leipzig.		16651
Sächsische Elektrizitäts-Lieferungs-Gesellschaft, Crimmitschau.	company	1926	Crimmitschau	Crimmitschau	50.8162378	12.3867217	417074	False	Sächsische Elektrizitäts-Lieferungs-Gesellschaft, Crimmitschau.		16655
Sächsische Bekleidungswerke Akt.-Ges., Dresden.	company	1926	Dresden	Dresden	51.0493286	13.7381437	191645	False	Sächsische Bekleidungswerke Akt.-Ges., Dresden.		16656
Sächsische Luftverkehrs-A.-G., Dresden.	company	1926	Dresden	Dresden	51.0493286	13.7381437	191645	False	Sächsische Luftverkehrs-A.-G., Dresden.		16658
Stollberger Stadtbank A.-G., Stollberg i. Erzgeb.	company	1926	Stollberg i. Erzgeb.	Stollberg	50.7087734	12.7762607	240028132	False	Stollberger Stadtbank A.-G., Stollberg i. Erzgeb.		16660
Trinidad Deutsche Oel- u. Asphalt-Akt. Ges., Dresden.	company	1926	Dresden	Dresden	51.0493286	13.7381437	191645	False	Trinidad Deutsche Oel- u. Asphalt-Akt. Ges., Dresden.		16663
Oppelner Portland-Cement-Fabriken vorm. F. W. Grundmann, Oppeln.	company	1926	Oppeln	Oppeln	50.678792900000005	17.929884436033525	3172807	False	Oppelner Portland-Cement-Fabriken vorm. F. W. Grundmann, Oppeln.		16671
Vereinigte Brauereien, Waldshuter Löwenbrauerei A.-G.	company	1926	Waldshut	Waldshut	47.6246179	8.2120605	12039862	False	Vereinigte Brauereien, Waldshuter Löwenbrauerei A.-G.		16684
Ravensberger Maschinenfabrik A.-G., Gütersloh.	company	1926	Gütersloh	Gütersloh	51.9063997	8.3782078	138119	False	Ravensberger Maschinenfabrik A.-G., Gütersloh.		16692
Wayss & Freitag A.-G., Frankfurt a. M., Filiale Dresden.	company	1926	Frankfurt a. M., Filiale Dresden				-1	False	Wayss & Freitag A.-G., Frankfurt a. M., Filiale Dresden.		16696
Deutsche Zündholzfabriken Aktiengesellschaft, Kassel	company	1926					-1	False	Deutsche Zündholzfabriken Aktiengesellschaft, Kassel		16700
Stanz- und Emailierwerke vorm. Carl Thiel u. Söhne Act.-Ges., Lübeck	company	1926	Lübeck	Lübeck	53.866444	10.684738	27027	False	Stanz- und Emailierwerke vorm. Carl Thiel u. Söhne Act.-Ges., Lübeck		16710
Plauener Spitzenfabrik A.-G., Plauen.	company	1926	Plauen	Plauen	50.4950632	12.1346523	409608	False	Plauener Spitzenfabrik A.-G., Plauen.		16714
Leunawerke bei Merseburg.	company	1926	Merseburg	Merseburg	51.3564413	11.996148	2406260	False	Leunawerke bei Merseburg.		16718
Döhlenitz-Rallmannsdorfer Braunkohlen-Industrie-Gesellschaft.	company	1926					-1	False	Döhlenitz-Rallmannsdorfer Braunkohlen-Industrie-Gesellschaft.		16722
Zuckerfabrik Körbisdorf, A.-G.	company	1926					-1	False	Zuckerfabrik Körbisdorf, A.-G.		16724
Zeche Graf Bismarck zu Gelsenkirchen.	company	1926	Gelsenkirchen	Gelsenkirchen	51.5110321	7.0960124	62522	False	Zeche Graf Bismarck zu Gelsenkirchen.		16728
Preuss.-Rheinische Dampfschifffahrts-Ges. in Cöln a. Rh.	company	1926	Cöln a. Rh.	"Wohnquartier FLOW - Leben am Rhein"""""	50.9121016	6.971519641329602	261269786	False	Preuss.-Rheinische Dampfschifffahrts-Ges. in Cöln a. Rh.		16750
Aktienverein “Johanneshütte“, Siegen.	company	1926	Siegen	Siegen	50.8751175	8.0256131	163256	False	Aktienverein “Johanneshütte“, Siegen.		16758
Niederrheinische Dampfschlepp-Schiffahrts-Gesellschaft, Düsseldorf.	company	1926	Düsseldorf	Düsseldorf	51.2254018	6.7763137	62539	False	Niederrheinische Dampfschlepp-Schiffahrts-Gesellschaft, Düsseldorf.	place	16764
Rhein- und See-Speditions-Gesellschaft m. b. H., Köln.	company	1926	Köln	Köln	50.938361	6.959974	62578	False	Rhein- und See-Speditions-Gesellschaft m. b. H., Köln.		16767
Gehr. Sachsenberg A.-G., Roßlau.	company	1926	Roßlau	Roßlau	51.8882826	12.2434581	2344721	False	Gehr. Sachsenberg A.-G., Roßlau.		16768
Westdeutsche Schiffahrts-Aktien-Gesellschaft, Düsseldorf.	company	1926	Düsseldorf	Düsseldorf	51.2254018	6.7763137	62539	False	Westdeutsche Schiffahrts-Aktien-Gesellschaft, Düsseldorf.		16769
N. V. F. Kloos & Zonen's Werkplaatsen, Kinderdijk.	company	1926	Kinderdijk	Kinderdijk	51.8886955	4.6356972	2712091	False	N. V. F. Kloos & Zonen's Werkplaatsen, Kinderdijk.		16772
A.-G. Apollinarisbrunnen, Neuenahr.	company	1926	Neuenahr	Neuenahr	50.5448624	7.1377303	1066030	False	A.-G. Apollinarisbrunnen, Neuenahr.		16774
Colonia. Kölnische Feuer- und Kölnische Unfall-Versicherungs-Aktien-Gesellschaft, Köln.	company	1926	Köln	Köln	50.938361	6.959974	62578	False	Colonia. Kölnische Feuer- und Kölnische Unfall-Versicherungs-Aktien-Gesellschaft, Köln.		16776
Concordia, Kölnische Lebens-Versicherungs-Gesellschaft, Köln.	company	1926	Köln	Köln	50.938361	6.959974	62578	False	Concordia, Kölnische Lebens-Versicherungs-Gesellschaft, Köln.		16777
Deutsche Agaven-Gesellschaft, Berlin.	company	1926	Berlin	Berlin	52.510885	13.3989367	62422	False	Deutsche Agaven-Gesellschaft, Berlin.		16779
Klöckner-Werke A.-G., Unna-Königsborn.	company	1926	Unna-Königsborn	Unna-Königsborn	51.5532388	7.687776	25900008	False	Klöckner-Werke A.-G., Unna-Königsborn.	place	16783
Großschlachterei, Wurstfabrik und Eiswerke Friedrich Löckenhoff Aktien-Gesellschaft, Duisburg-Ruhrort.	company	1926	Duisburg-Ruhrort	Duisburg-Ruhrort	51.4572505	6.7359687	1611608223	False	Großschlachterei, Wurstfabrik und Eiswerke Friedrich Löckenhoff Aktien-Gesellschaft, Duisburg-Ruhrort.		16786
Rheinahr-Gasfabrik G. m. b. H. Niederbreisig.	company	1926	Niederbreisig	Evangelischer Friedhof Niederbreisig	50.49264035	7.318664699999998	753576522	False	Rheinahr-Gasfabrik G. m. b. H. Niederbreisig.		16788
Rückversicherung-A.-G. “Colonia“, Köln.	company	1926	Köln	Köln	50.938361	6.959974	62578	False	Rückversicherung-A.-G. “Colonia“, Köln.		16790
Westdeutsche Kohlenhandels-Gesellschaft m. b. H., Duisburg.	company	1926	Duisburg	Duisburg	51.434999	6.759562	62456	False	Westdeutsche Kohlenhandels-Gesellschaft m. b. H., Duisburg.		16794
Adolf Deichsel, Drahtwerk & Seilfabriken A.-G., Hindenburg (O.-S.).	company	1926	Hindenburg (O.-S.)	Zabrze	50.3086154	18.7863749	1774264	False	Adolf Deichsel, Drahtwerk & Seilfabriken A.-G., Hindenburg (O.-S.).		16798
Chiffriermaschinen A.-G., Berlin.	company	1926	Berlin	Berlin	52.510885	13.3989367	62422	False	Chiffriermaschinen A.-G., Berlin.		16800
“Deutag“ Deutsche Tiefbohr-Aktiengesellschaft, Aschersleben.	company	1926	Aschersleben	Aschersleben	51.7559549	11.462134	79801	False	“Deutag“ Deutsche Tiefbohr-Aktiengesellschaft, Aschersleben.		16809
Hartsteinwerk Glashütte A.-G., Schliersee.	company	1926	Schliersee	Schliersee	47.7345915	11.8620286	935959	False	Hartsteinwerk Glashütte A.-G., Schliersee.		16826
Stettiner Colwerke, A.-G., Züllchow.	company	1926	Züllchow	Züllchow	53.4605808	14.5770485	2873837	False	Stettiner Colwerke, A.-G., Züllchow.		16838
Westf. Jute-Spinnerei u. Weberei, Ahaus.	company	1926	Ahaus	Ahaus	52.0761541	7.004876	162877	False	Westf. Jute-Spinnerei u. Weberei, Ahaus.		16848
Westfälische Baumwollspinnerei zu Gronau i. W.	company	1926	Gronau	Gronau	52.0927816	9.770533060206109	1168898	False	Westfälische Baumwollspinnerei zu Gronau i. W.		16849
Ahaus-Enscheder Eisenbahn-Gesellschaft, Ahaus.	company	1926	Ahaus	Ahaus	52.0761541	7.004876	162877	False	Ahaus-Enscheder Eisenbahn-Gesellschaft, Ahaus.		16854
Westfälische Jutespinnerei und Weberei, Ahaus.	company	1926	Ahaus	Ahaus	52.0761541	7.004876	162877	False	Westfälische Jutespinnerei und Weberei, Ahaus.		16861
Ahauser Gewerbebank.	company	1926					-1	False	Ahauser Gewerbebank.		16863
Luftverkehrsgesellschaft Unterweser G.m.b.H., Wesermünde.	company	1926	Wesermünde	Bremerhaven	53.5505392	8.5851945	62658	False	Luftverkehrsgesellschaft Unterweser G.m.b.H., Wesermünde.		16878
Luftverkehrsgesellschaft Niedersachsen G.m.b.H., Hannover.	company	1926	Hannover	Hannover	52.3744779	9.7385532	59418	False	Luftverkehrsgesellschaft Niedersachsen G.m.b.H., Hannover.		16879
Straßenbahn Bremerhaven Wesermünde A.-G., Wesermünde-Lehe.	company	1926	Wesermünde-Lehe	Lehe	53.5653564	8.5893679	1140383	False	Straßenbahn Bremerhaven Wesermünde A.-G., Wesermünde-Lehe.		16880
Plessaer Braunkohlenwerke G.m.b.H., Plessa.	company	1926	Plessa	Plessa	51.4639674	13.6197111	1303787	False	Plessaer Braunkohlenwerke G.m.b.H., Plessa.		16884
Friedrich-Wilhelmsbleiche A.-G., Brackwede.	company	1926	Brackwede	Brackwede	51.9875236	8.5162917	976442	False	Friedrich-Wilhelmsbleiche A.-G., Brackwede.		16891
E. Gundlach Aktiengesellschaft, Bielefeld.	company	1926	Bielefeld	Bielefeld	52.0191005	8.531007	62646	False	E. Gundlach Aktiengesellschaft, Bielefeld.		16898
Bielefelder Act.-Ges. für mechanische Weberei in Bielefeld.	company	1926	Bielefeld	Bielefeld	52.0191005	8.531007	62646	False	Bielefelder Act.-Ges. für mechanische Weberei in Bielefeld.		16911
Bielefelder Baugesellschaft A.-G.	company	1926	Bielefeld	Bielefeld	52.0191005	8.531007	62646	False	Bielefelder Baugesellschaft A.-G.		16921
Landesausschusses Thüringen der Deutschen Bank	company	1926					-1	False	Landesausschusses Thüringen der Deutschen Bank		16968
Neuen Gothaer Lebensversicherungsbank A.-G.	company	1926					-1	False	Neuen Gothaer Lebensversicherungsbank A.-G.		16970
Lederfabrik vorm. H. Deninger & Co. A.-G., Lorsbach i. Taunus.	company	1926	Lorsbach i. Taunus	Lorsbach	50.1171293	8.4228751	5807145	False	Lederfabrik vorm. H. Deninger & Co. A.-G., Lorsbach i. Taunus.		16992
Mechanische Buntweberei Brennet, Stuttgart.	company	1926	Stuttgart	Stuttgart	48.7784485	9.1800132	2793104	False	Mechanische Buntweberei Brennet, Stuttgart.		16996
Tonwarenfabrik Schwandorf, Aktiengesellschaft, Schwandorf.	company	1926	Schwandorf	Schwandorf	49.3261854	12.1092708	962181	False	Tonwarenfabrik Schwandorf, Aktiengesellschaft, Schwandorf.		17016
Pommersche Landesgenossenschaftskasse, Stettin.	company	1926	Stettin	Stettin	53.42968095	14.592912670292268	342935	False	Pommersche Landesgenossenschaftskasse, Stettin.		17020
Neustettiner landwirtschaftlicher Ein- und Verkaufsverein.	company	1926	Neustettin	Neustettin	53.708021	16.6943922	2603218	False	Neustettiner landwirtschaftlicher Ein- und Verkaufsverein.		17022
Ländliche Spar- und Darlehenskasse, Juchow.	company	1926	Juchow	Juchow	53.67675	16.49177	31347052	False	Ländliche Spar- und Darlehenskasse, Juchow.		17023
Verkaufsverband Norddeutscher Molkereien, Berlin.	company	1926	Berlin	Berlin	52.510885	13.3989367	62422	False	Verkaufsverband Norddeutscher Molkereien, Berlin.		17026
Stolper Bank Aktiengesellschaft.	company	1926					-1	False	Stolper Bank Aktiengesellschaft.		17030
Brauerei Paulshöhe vorm. A. Spitta, Schwerin.	company	1926	Schwerin	Schwerin	53.6288297	11.4148038	62685	False	Brauerei Paulshöhe vorm. A. Spitta, Schwerin.		17042
Bankhaus Wilh. Vogl & Co., Berlin.	company	1926	Berlin	Berlin	52.510885	13.3989367	62422	False	Bankhaus Wilh. Vogl & Co., Berlin.		17047
Vereinigte Berliner Mörtelwerke, Berlin.	company	1926	Berlin	Berlin	52.510885	13.3989367	62422	False	Vereinigte Berliner Mörtelwerke, Berlin.		17055
Deutsch-Asiatische Bank.	company	1926					-1	False	Deutsch-Asiatische Bank.	place	17061
Allgemeiner Bankverein, Düsseldorf.	company	1926	Düsseldorf	Düsseldorf	51.2254018	6.7763137	62539	False	Allgemeiner Bankverein, Düsseldorf.		17067
Union Kölnisch-Wasser-Fabrik A.-G., Köln.	company	1926	Köln	Köln	50.938361	6.959974	62578	False	Union Kölnisch-Wasser-Fabrik A.-G., Köln.		17069
Münchener Allgem. Terraingesellschaft A.-G.	company	1926					-1	False	Münchener Allgem. Terraingesellschaft A.-G.		17073
Landlicht Aktiengesellschaft für Filmindustrie und Optik, Berlin.	company	1926	Berlin	Berlin	52.510885	13.3989367	62422	False	Landlicht Aktiengesellschaft für Filmindustrie und Optik, Berlin.		17085
Karolus-Druckerei G. m. b. H., Frankfurt a. M.	company	1926	Frankfurt a. M.	Frankfurt am Main	50.1106444	8.6820917	62400	False	Karolus-Druckerei G. m. b. H., Frankfurt a. M.		17098
Radium Chemie A.-G., Frankfurt a. M.	company	1926	Frankfurt a. M.	Frankfurt am Main	50.1106444	8.6820917	62400	False	Radium Chemie A.-G., Frankfurt a. M.		17099
Deutsche Hansabank A.-G., München.	company	1926	München	München	48.1371079	11.5753822	62428	False	Deutsche Hansabank A.-G., München.		17105
Kalkwerke A.-G., Aschaffenburg.	company	1926	Aschaffenburg	Aschaffenburg	49.9706701	9.13848573082478	62532	False	Kalkwerke A.-G., Aschaffenburg.		17106
C. Pose Aktien-Gesellschaft, Berlin.	company	1926	Berlin	Berlin	52.510885	13.3989367	62422	False	C. Pose Aktien-Gesellschaft, Berlin.		17114
Loeb-Werke Aktiengesellschaft.	company	1926					-1	False	Loeb-Werke Aktiengesellschaft.		17128
Bierbrauerei-Gesellschaft am Huitenkreuz A.-G., Ettlingen.	company	1926	Ettlingen	Ettlingen	48.9414188	8.4076347	659839	False	Bierbrauerei-Gesellschaft am Huitenkreuz A.-G., Ettlingen.	ocr	17149
Rheinisch-Westfälische Bauindustrie A.-G., Düsseldorf.	company	1926	Düsseldorf	Düsseldorf	51.2254018	6.7763137	62539	False	Rheinisch-Westfälische Bauindustrie A.-G., Düsseldorf.		17164
Saarbauindustrie A.-G., Saarlouis.	company	1926	Saarlouis	Saarlouis	49.3164661	6.749846	1184570	False	Saarbauindustrie A.-G., Saarlouis.		17165
Saargefei A.-G., Neunkirchen-Saar.	company	1926	Neunkirchen-Saar	Neunkirchen	49.34987	7.1841564	1187145	False	Saargefei A.-G., Neunkirchen-Saar.		17166
Krefelder Teppich-Fabrik A.-G., Krefeld.	company	1926	Krefeld	Krefeld	51.3331205	6.5623343	62748	False	Krefelder Teppich-Fabrik A.-G., Krefeld.		17182
Krefelder Baumwollspinnerei A.-G., Krefeld.	company	1926	Krefeld	Krefeld	51.3331205	6.5623343	62748	False	Krefelder Baumwollspinnerei A.-G., Krefeld.		17184
Bankhaus A. Russe & Co., Berlin W 8, Behrenstr. 58.	company	1926	Berlin W 8, Behrenstr. 58				-1	False	Bankhaus A. Russe & Co., Berlin W 8, Behrenstr. 58.		17188
Chem. Werke vorm. H. & E. Albert, Amöneburg b. Biebrich a. Rh.	company	1926	Amöneburg b. Biebrich a. Rh.				-1	False	Chem. Werke vorm. H. & E. Albert, Amöneburg b. Biebrich a. Rh.		17192
Zuckerfabrik Neustadt O.-S., Aktien-Gesellschaft, Buchelsdorf.	company	1926	Buchelsdorf	Buchelsdorf	51.1017624	17.809474	4631533	False	Zuckerfabrik Neustadt O.-S., Aktien-Gesellschaft, Buchelsdorf.		17196
A.E.G. Ibérica de Electricidad S.A., Madrid.	company	1926	Madrid	Madrid	40.4167047	-3.7035825	5326784	False	A.E.G. Ibérica de Electricidad S.A., Madrid.		17208
AEG-Schnellbahn A.-G., Berlin.	company	1926	Berlin	Berlin	52.510885	13.3989367	62422	False	AEG-Schnellbahn A.-G., Berlin.		17209
AEG. Unionwerke A.-G., Wien.	company	1926	Wien	Wien	48.2083537	16.3725042	109166	False	AEG. Unionwerke A.-G., Wien.		17210
Dampfziegelei und Thonwerk Hennigsdorf a. H., August Borg A.-G., Berlin.	company	1926	Berlin	Berlin	52.510885	13.3989367	62422	False	Dampfziegelei und Thonwerk Hennigsdorf a. H., August Borg A.-G., Berlin.		17212
Deutsche Oelmaschinen G. m. b. H., Berlin.	company	1926	Berlin	Berlin	52.510885	13.3989367	62422	False	Deutsche Oelmaschinen G. m. b. H., Berlin.		17213
Elektricitäts-Lieferungs-Gesellschaft, Berlin.	company	1926	Berlin	Berlin	52.510885	13.3989367	62422	False	Elektricitäts-Lieferungs-Gesellschaft, Berlin.		17214
Kupferwerke Deutschland, Berlin.	company	1926	Berlin	Berlin	52.510885	13.3989367	62422	False	Kupferwerke Deutschland, Berlin.		17216
Ozon-Gesellschaft m. b. H., Berlin.	company	1926	Berlin	Berlin	52.510885	13.3989367	62422	False	Ozon-Gesellschaft m. b. H., Berlin.		17218
Papierfabrik G. m. b. H. vorm. Brüder Kämmerer, Osnabrück.	company	1926	Osnabrück	Osnabrück	52.2719595	8.047635	62631	False	Papierfabrik G. m. b. H. vorm. Brüder Kämmerer, Osnabrück.		17219
Schlesische Kleinbahn A.-G., Berlin.	company	1926	Berlin	Berlin	52.510885	13.3989367	62422	False	Schlesische Kleinbahn A.-G., Berlin.	place	17220
Werkstätten und Wohnungen G. m. b. H., Berlin.	company	1926	Berlin	Berlin	52.510885	13.3989367	62422	False	Werkstätten und Wohnungen G. m. b. H., Berlin.		17221
Deutsche Werft A.-G., Hamburg.	company	1926	Hamburg	Hamburg	53.550341	10.000654	62782	False	Deutsche Werft A.-G., Hamburg.		17224
Elektro-Treuhand A.-G., Berlin.	company	1926	Berlin	Berlin	52.510885	13.3989367	62422	False	Elektro-Treuhand A.-G., Berlin.	place	17225
Sociedade Lusitana de Electricidade, Lissabon.	company	1926	Lissabon	Lissabon	38.7077507	-9.1365919	5400890	False	Sociedade Lusitana de Electricidade, Lissabon.		17229
Société Luxembourgeoise pour Entreprises électriques, Luxemburg.	company	1926	Luxemburg	Luxemburg	49.8158683	6.1296751	2171347	False	Société Luxembourgeoise pour Entreprises électriques, Luxemburg.		17230
Stahl- u. Walzwerk Hennigsdorf A.-G., Berlin.	company	1926	Berlin	Berlin	52.510885	13.3989367	62422	False	Stahl- u. Walzwerk Hennigsdorf A.-G., Berlin.		17231
Deutsch-Atlantische Telegraphengesellschaft, Köln.	company	1926	Köln	Köln	50.938361	6.959974	62578	False	Deutsch-Atlantische Telegraphengesellschaft, Köln.	place	17236
Eisenbahnmaterial-Leihanstalt A.-G., Berlin.	company	1926	Berlin	Berlin	52.510885	13.3989367	62422	False	Eisenbahnmaterial-Leihanstalt A.-G., Berlin.		17238
Elektrizitäts-A.-G. vorm. W. Lahmeyer u. Co., Frankfurt a. M.	company	1926	Frankfurt a. M.	Frankfurt am Main	50.1106444	8.6820917	62400	False	Elektrizitäts-A.-G. vorm. W. Lahmeyer u. Co., Frankfurt a. M.		17239
Gesellschaft zur Förderung des Instituts für Seeverkehr und Weltwirtschaft, Kiel.	company	1926	Kiel	Kiel	54.3227085	10.135555	27021	False	Gesellschaft zur Förderung des Instituts für Seeverkehr und Weltwirtschaft, Kiel.		17241
Gesellsch. für elektr. Zugbeleuchtung m. b. H., Berlin.	company	1926	Berlin	Berlin	52.510885	13.3989367	62422	False	Gesellsch. für elektr. Zugbeleuchtung m. b. H., Berlin.		17242
Hamburger Werft A.-G., Hamburg.	company	1926	Hamburg	Hamburg	53.550341	10.000654	62782	False	Hamburger Werft A.-G., Hamburg.		17244
Helmholtz-Gesellschaft zur Förderung der physikalisch-technischen Forschung E.V.	company	1926					-1	False	Helmholtz-Gesellschaft zur Förderung der physikalisch-technischen Forschung E.V.		17245
Hennigsdorfer Terrain- u. Hafen-Gesellschaft m. b. H., Berlin.	company	1926	Berlin	Berlin	52.510885	13.3989367	62422	False	Hennigsdorfer Terrain- u. Hafen-Gesellschaft m. b. H., Berlin.		17246
Neuroder Kohlen- und Thonwerke. Neurode.	company	1926	Neurode	Neurode	50.5791982	16.5014757	3019729	False	Neuroder Kohlen- und Thonwerke. Neurode.		17253
Osram Fabrica de lampras de filamento metalico S. A.; Madrid.	company	1926	Madrid	Madrid	40.4167047	-3.7035825	5326784	False	Osram Fabrica de lampras de filamento metalico S. A.; Madrid.		17255
“Osram“ G. m. b. H. Komm.-Ges., Berlin.	company	1926	Berlin	Berlin	52.510885	13.3989367	62422	False	“Osram“ G. m. b. H. Komm.-Ges., Berlin.		17256
Transocean G. m. b. H., Berlin.	company	1926	Berlin	Berlin	52.510885	13.3989367	62422	False	Transocean G. m. b. H., Berlin.		17259
Treuhandverwaltung für das deutsch-niederländische Finanzabkommen, G. m. b. H., Berlin.	company	1926	Berlin	Berlin	52.510885	13.3989367	62422	False	Treuhandverwaltung für das deutsch-niederländische Finanzabkommen, G. m. b. H., Berlin.		17260
Reichsverband der Deutschen Industrie, Berlin.	company	1926	Berlin	Berlin	52.510885	13.3989367	62422	False	Reichsverband der Deutschen Industrie, Berlin.		17262
Beißbarth & Hoffmann A.-G., Mannheim Rheinau.	company	1926	Mannheim Rheinau	Mannheim-Rheinau	49.423859	8.5352276	2950551730	False	Beißbarth & Hoffmann A.-G., Mannheim Rheinau.		17266
Brikettierungs-Gesellschaft m. b. H., Siegen.	company	1926	Siegen	Siegen	50.8751175	8.0256131	163256	False	Brikettierungs-Gesellschaft m. b. H., Siegen.		17267
Phil. L. Fauth A.-G., Dotzheim b. Wiesbaden.	company	1926	Dotzheim b. Wiesbaden	Dotzheim-Mitte/Rheintalstraße	50.0727215	8.1950557	652500511	False	Phil. L. Fauth A.-G., Dotzheim b. Wiesbaden.		17269
Rheinische Nährmittel-Fabriken A.-G., Wiesbaden.	company	1926	Wiesbaden	Wiesbaden	50.0820384	8.2416556	62496	False	Rheinische Nährmittel-Fabriken A.-G., Wiesbaden.		17272
Rheinweinkellerei A.-G., Wiesbaden.	company	1926	Wiesbaden	Wiesbaden	50.0820384	8.2416556	62496	False	Rheinweinkellerei A.-G., Wiesbaden.		17273
Walzwerk Aussig G. m. b. H., Aussig.	company	1926	Aussig	Aussig	50.6603327	14.0381357	440166	False	Walzwerk Aussig G. m. b. H., Aussig.		17274
Bayerische Bauindustrie- u. Handels-Gesellschaft, Würzburg.	company	1926	Würzburg	Würzburg	49.7780356	9.943476907125579	62464	False	Bayerische Bauindustrie- u. Handels-Gesellschaft, Würzburg.		17278
Eisenwerk Lauchhammer Akt.-Ges.	company	1926	Lauchhammer	Lauchhammer	51.4977774	13.7400618	1314225	False	Eisenwerk Lauchhammer Akt.-Ges.		17279
Friedrich Traudt G. m. b. H., Bamberg-Nürnberg.	company	1926	Bamberg-Nürnberg	VR Bank Bamberg-Forchheim	49.4766137	11.1053252	412814037	False	Friedrich Traudt G. m. b. H., Bamberg-Nürnberg.		17280
Georg Müller Verlag A.-G., München.	company	1926	München	München	48.1371079	11.5753822	62428	False	Georg Müller Verlag A.-G., München.		17281
Luganer Kammgarnspinnerei A.-G., Lugau.	company	1926	Lugau	Lugau	50.7579779	12.7520515	536006	False	Luganer Kammgarnspinnerei A.-G., Lugau.		17282
Mänicke & Jahn A.-G., München.	company	1926	München	München	48.1371079	11.5753822	62428	False	Mänicke & Jahn A.-G., München.		17284
Böhmische Escompte-Bank und Credit-Anstalt, Prag.	company	1926	Prag	Prag	50.0596288	14.446459273258009	439840	False	Böhmische Escompte-Bank und Credit-Anstalt, Prag.		17297
Königsberger Walzmühle A.-G.	company	1926					-1	False	Königsberger Walzmühle A.-G.		17303
Darmstädter und Nationalbank Komm.-G. a. A., Filiale Frankfurt a. M.	company	1926	Frankfurt a. M.	Frankfurt am Main	50.1106444	8.6820917	62400	False	Darmstädter und Nationalbank Komm.-G. a. A., Filiale Frankfurt a. M.		17307
Allgemeine Transportgesellschaft vorm. Gondrand & Mangili m. b. H., Berlin.	company	1926	Berlin	Berlin	52.510885	13.3989367	62422	False	Allgemeine Transportgesellschaft vorm. Gondrand & Mangili m. b. H., Berlin.		17309
Balmbedarf Akt.-Ges., Darmstadt.	company	1926	Darmstadt	Darmstadt	49.8851869	8.6736295	62581	False	Balmbedarf Akt.-Ges., Darmstadt.		17312
Rhein. Maschinenleder- und Riemenfabrik von A. Cahen-Leudesdorff & Co. A.-G., Köln-Mülheim.	company	1926	Köln-Mülheim	Köln-Mülheim	50.9581466	7.0135261	1611636589	False	Rhein. Maschinenleder- und Riemenfabrik von A. Cahen-Leudesdorff & Co. A.-G., Köln-Mülheim.		17314
Union Sektkellereien Akt.-Ges., Würzburg.	company	1926	Würzburg	Würzburg	49.7780356	9.943476907125579	62464	False	Union Sektkellereien Akt.-Ges., Würzburg.		17315
Adlerwerke vorm. Hein. Kleyer Akt.-Ges., Frankfurt a. M.	company	1926	Frankfurt a. M.	Frankfurt am Main	50.1106444	8.6820917	62400	False	Adlerwerke vorm. Hein. Kleyer Akt.-Ges., Frankfurt a. M.		17316
Akt.-Ges. “Adler“ für chem. Industrie, Berlin.	company	1926	Berlin	Berlin	52.510885	13.3989367	62422	False	Akt.-Ges. “Adler“ für chem. Industrie, Berlin.		17317
